date,home_team,away_team,home_elo,away_elo
2022-70,IFK Mariehamn,HJK,1454.2,1576.4
2022-71,FC Honka,IFK Mariehamn,1558.8,1462.4
2022-72,AC Oulu,VPS,1497.5,1457.4
2022-73,HJK,KuPS,1573.6,1613.1
2022-74,FC Lahti,FC Inter,1461.5,1503.9
2022-75,HIFK,Ilves,1381.3,1501.6
2022-76,HIFK,FC Haka,1367.2,1516.2
2022-77,VPS,IFK Mariehamn,1438.4,1481.4
2022-78,KuPS,FC Lahti,1618.8,1455.8
2022-79,SJK,FC Honka,1500.5,1545.0
2022-8,FC Lahti,VPS,1435.9,1458.3
2022-80,Ilves,AC Oulu,1482.2,1516.8
2022-81,FC Honka,FC Lahti,1552.0,1429.0
2022-82,HJK,VPS,1580.3,1451.6
2022-83,IFK Mariehamn,HIFK,1473.2,1375.4
2022-84,SJK,Ilves,1495.6,1487.1
2022-85,FC Haka,FC Inter,1526.6,1493.6
2022-86,Ilves,HJK,1471.8,1595.6
2022-87,AC Oulu,IFK Mariehamn,1526.0,1464.1
2022-88,VPS,FC Haka,1450.5,1527.6
2022-89,FC Lahti,SJK,1412.6,1512.1
2022-9,SJK,HJK,1496.3,1611.3
2022-90,KuPS,HIFK,1622.5,1371.7
2022-91,FC Inter,FC Honka,1476.8,1568.7
2022-92,FC Lahti,Ilves,1410.8,1473.6
2022-93,FC Honka,VPS,1575.4,1443.9
2022-94,HJK,IFK Mariehamn,1617.2,1458.3
2022-95,FC Haka,KuPS,1542.4,1607.7
2022-96,SJK,AC Oulu,1508.3,1514.0
2022-97,HIFK,FC Inter,1357.0,1491.6
2022-98,VPS,Ilves,1455.9,1461.6
2022-99,FC Inter,SJK,1503.1,1496.9
