date,home_team,away_team,home_elo,away_elo
2016-139,Ilves,RoPS,1481.7,1510.2
2016-14,PK-35 Vantaa,VPS,1440.0,1523.1
2016-140,PK-35 Vantaa,PS Kemi,1423.5,1520.1
2016-141,FC Inter,Ilves,1488.8,1502.0
2016-142,HIFK,SJK,1479.5,1501.9
2016-143,RoPS,FC Lahti,1520.1,1476.0
2016-144,HJK,KuPS,1527.9,1493.5
2016-145,IFK Mariehamn,VPS,1538.7,1528.1
2016-146,PS Kemi,HJK,1501.2,1546.8
2016-147,FC Lahti,PK-35 Vantaa,1484.8,1414.7
2016-148,HIFK,VPS,1462.3,1545.3
2016-149,Ilves,RoPS,1513.5,1508.5
2016-15,FC Inter,KuPS,1499.7,1482.5
2016-150,KuPS,IFK Mariehamn,1495.6,1525.6
2016-151,SJK,FC Inter,1512.6,1489.0
2016-152,FC Inter,HIFK,1483.8,1467.5
2016-153,HJK,FC Lahti,1525.3,1506.4
2016-154,IFK Mariehamn,PS Kemi,1535.4,1491.4
2016-155,PK-35 Vantaa,Ilves,1399.6,1528.5
2016-156,RoPS,SJK,1504.5,1516.7
2016-157,VPS,KuPS,1539.2,1501.7
2016-158,FC Inter,HJK,1496.3,1512.8
2016-159,FC Lahti,KuPS,1502.0,1506.1
2016-16,FC Lahti,HIFK,1496.4,1473.0
2016-160,HIFK,PS Kemi,1484.6,1479.9
2016-161,Ilves,VPS,1524.8,1543.0
2016-162,RoPS,PK-35 Vantaa,1511.5,1392.6
2016-163,SJK,IFK Mariehamn,1528.2,1523.9
2016-164,PK-35 Vantaa,HIFK,1377.2,1499.9
2016-165,PS Kemi,FC Lahti,1461.3,1515.0
2016-166,HJK,RoPS,1523.6,1500.8
2016-167,IFK Mariehamn,FC Inter,1518.6,1501.6
2016-168,KuPS,Ilves,1487.6,1543.2
2016-169,VPS,SJK,1523.2,1548.0
2016-17,HJK,SJK,1535.3,1536.2
2016-170,Ilves,PS Kemi,1551.0,1453.5
2016-171,RoPS,IFK Mariehamn,1497.3,1522.1
2016-172,FC Inter,VPS,1498.2,1526.5
2016-173,FC Lahti,HIFK,1510.2,1504.7
2016-174,SJK,KuPS,1545.2,1478.7
2016-175,HIFK,HJK,1516.8,1523.3
2016-176,PS Kemi,SJK,1438.2,1560.5
2016-177,FC Lahti,Ilves,1507.6,1553.5
2016-178,IFK Mariehamn,PK-35 Vantaa,1528.0,1371.3
2016-179,KuPS,FC Inter,1460.3,1516.7
2016-18,KuPS,FC Lahti,1473.0,1494.9
2016-180,VPS,RoPS,1536.2,1487.7
2016-181,FC Inter,PS Kemi,1509.6,1445.3
2016-182,HJK,IFK Mariehamn,1519.3,1532.0
2016-183,Ilves,HIFK,1547.9,1522.4
2016-184,PK-35 Vantaa,VPS,1359.1,1548.4
2016-185,RoPS,KuPS,1497.9,1462.8
2016-186,SJK,FC Lahti,1553.9,1501.6
2016-187,FC Inter,RoPS,1504.9,1502.5
2016-188,FC Lahti,IFK Mariehamn,1483.6,1549.9
2016-189,HIFK,KuPS,1500.9,1484.2
2016-19,RoPS,PK-35 Vantaa,1508.5,1353.2
2016-190,Ilves,HJK,1527.6,1539.6
2016-191,PS Kemi,VPS,1430.4,1563.3
2016-192,SJK,PK-35 Vantaa,1558.4,1348.7
2016-193,HJK,SJK,1536.2,1561.8
2016-194,IFK Mariehamn,Ilves,1559.9,1517.7
2016-195,KuPS,PS Kemi,1493.0,1421.6
2016-196,PK-35 Vantaa,FC Inter,1366.1,1487.5
2016-197,RoPS,HIFK,1504.0,1505.4
2016-198,VPS,FC Lahti,1541.2,1505.7
2016-2,PK-35 Vantaa,RoPS,1352.7,1517.3
2016-20,SJK,Ilves,1540.9,1538.6
2016-21,VPS,FC Inter,1534.9,1493.7
2016-22,IFK Mariehamn,HJK,1554.7,1541.3
2016-23,HIFK,PS Kemi,1498.2,1428.9
2016-24,FC Inter,RoPS,1475.5,1535.6
2016-25,FC Lahti,VPS,1517.7,1522.9
2016-26,HIFK,KuPS,1508.8,1482.4
2016-27,Ilves,IFK Mariehamn,1520.0,1573.3
2016-28,PK-35 Vantaa,SJK,1356.4,1537.2
2016-29,PS Kemi,HJK,1444.4,1525.7
2016-3,HJK,VPS,1536.4,1512.2
2016-30,HJK,Ilves,1546.6,1509.9
2016-31,IFK Mariehamn,PK-35 Vantaa,1562.5,1367.2
2016-32,KuPS,PS Kemi,1491.8,1435.1
2016-33,VPS,HIFK,1522.9,1498.1
2016-34,RoPS,FC Lahti,1530.7,1522.6
2016-35,SJK,FC Inter,1545.7,1467.0
2016-36,KuPS,VPS,1503.8,1510.8
2016-37,PK-35 Vantaa,HJK,1355.6,1558.2
2016-38,PS Kemi,Ilves,1449.0,1496.0
2016-39,FC Inter,IFK Mariehamn,1451.8,1577.7
2016-4,FC Inter,FC Lahti,1450.5,1523.9
2016-40,FC Lahti,SJK,1535.5,1534.0
2016-41,HIFK,RoPS,1495.2,1533.6
2016-42,Ilves,PK-35 Vantaa,1502.0,1349.6
2016-43,RoPS,KuPS,1513.2,1524.2
2016-44,VPS,PS Kemi,1489.3,1470.5
2016-45,SJK,HIFK,1543.3,1485.9
2016-46,IFK Mariehamn,FC Lahti,1586.8,1526.4
2016-47,HJK,FC Inter,1565.2,1443.6
2016-48,FC Lahti,HJK,1508.7,1582.8
2016-49,HIFK,IFK Mariehamn,1471.0,1601.8
2016-5,IFK Mariehamn,RoPS,1609.4,1505.6
2016-50,FC Inter,Ilves,1456.8,1488.8
2016-51,KuPS,SJK,1520.7,1546.7
2016-52,PK-35 Vantaa,PS Kemi,1350.5,1469.6
2016-53,VPS,RoPS,1500.8,1494.2
2016-54,IFK Mariehamn,KuPS,1586.9,1543.2
2016-55,Ilves,FC Lahti,1500.4,1497.1
2016-56,PK-35 Vantaa,FC Inter,1365.8,1441.5
2016-57,SJK,VPS,1555.8,1491.7
2016-58,HJK,HIFK,1589.6,1464.1
2016-59,FC Lahti,PK-35 Vantaa,1503.4,1359.5
2016-6,KuPS,Ilves,1522.3,1521.2
2016-60,RoPS,SJK,1477.5,1572.4
2016-61,FC Inter,PS Kemi,1423.5,1487.7
2016-62,HIFK,Ilves,1447.3,1538.0
2016-63,IFK Mariehamn,VPS,1579.3,1499.4
2016-64,KuPS,HJK,1520.9,1591.1
2016-65,FC Lahti,FC Inter,1511.3,1415.6
2016-66,HIFK,PK-35 Vantaa,1424.9,1381.9
2016-67,Ilves,KuPS,1548.2,1510.8
2016-68,RoPS,IFK Mariehamn,1477.6,1579.2
2016-69,SJK,PS Kemi,1580.1,1480.0
2016-7,PK-35 Vantaa,HIFK,1364.5,1442.3
2016-70,VPS,HJK,1514.0,1576.4
2016-71,FC Inter,HIFK,1427.5,1430.4
2016-72,HJK,RoPS,1568.7,1485.4
2016-73,IFK Mariehamn,SJK,1590.1,1569.3
2016-74,Ilves,VPS,1557.6,1504.5
2016-75,PK-35 Vantaa,KuPS,1366.5,1508.8
2016-76,PS Kemi,FC Lahti,1492.1,1499.2
2016-77,HIFK,FC Lahti,1429.1,1500.5
2016-78,RoPS,Ilves,1499.2,1543.8
2016-79,SJK,HJK,1550.1,1587.9
2016-8,PS Kemi,SJK,1505.3,1536.9
2016-80,IFK Mariehamn,PS Kemi,1597.8,1497.6
2016-81,KuPS,FC Inter,1516.6,1419.7
2016-82,PS Kemi,RoPS,1478.4,1518.3
2016-83,FC Inter,SJK,1405.4,1551.1
2016-84,VPS,Ilves,1516.9,1531.4
2016-85,FC Lahti,PS Kemi,1510.5,1468.5
2016-86,Ilves,SJK,1543.0,1539.5
2016-87,FC Lahti,KuPS,1506.5,1520.6
2016-88,PS Kemi,HIFK,1447.8,1449.8
2016-89,FC Inter,VPS,1390.9,1531.4
2016-9,HIFK,FC Inter,1428.4,1412.3
2016-90,SJK,PK-35 Vantaa,1544.7,1361.3
2016-91,VPS,FC Lahti,1541.3,1496.7
2016-92,HJK,PS Kemi,1593.9,1441.8
2016-93,IFK Mariehamn,Ilves,1606.5,1534.3
2016-94,KuPS,HIFK,1528.0,1420.9
2016-95,RoPS,FC Inter,1525.3,1405.3
2016-96,VPS,PK-35 Vantaa,1546.3,1356.3
2016-97,PS Kemi,KuPS,1426.2,1543.6
2016-98,FC Lahti,RoPS,1478.7,1543.4
2016-99,Ilves,HJK,1547.6,1580.6
