date,home_team,away_team,home_elo,away_elo
2024-85,IFK Mariehamn,FC Haka,1448.2,1539.9
2024-86,KuPS,IF Gnistan,1574.1,1460.1
2024-87,AC Oulu,SJK,1433.2,1540.8
2024-88,FC Inter,FC Lahti,1501.5,1438.9
2024-89,EIF,FC Inter,1400.1,1517.1
2024-9,VPS,SJK,1504.9,1543.7
2024-90,FC Lahti,AC Oulu,1419.4,1452.7
2024-91,FC Haka,Ilves,1551.9,1556.2
2024-92,AC Oulu,EIF,1461.5,1391.3
2024-93,HJK,FC Haka,1581.6,1541.9
2024-94,IFK Mariehamn,SJK,1433.0,1558.9
2024-95,Ilves,VPS,1565.1,1496.1
2024-96,KuPS,FC Lahti,1579.7,1413.8
2024-97,FC Inter,IF Gnistan,1510.7,1466.5
2024-98,HJK,AC Oulu,1588.2,1454.9
2024-99,SJK,FC Lahti,1549.7,1422.9
