date,home_team,away_team,home_elo,away_elo
2018-164,TPS,FC Inter,1468.4,1477.2
2018-165,VPS,Ilves,1508.5,1527.3
2018-166,IFK Mariehamn,SJK,1477.2,1469.5
2018-167,HJK,RoPS,1602.1,1554.8
2018-168,SJK,FC Lahti,1464.3,1449.3
2018-169,PS Kemi,VPS,1399.7,1523.8
2018-17,HJK,KuPS,1579.8,1541.2
2018-170,Ilves,FC Inter,1536.2,1468.4
2018-171,KuPS,FC Honka,1536.8,1541.3
2018-172,IFK Mariehamn,TPS,1472.6,1473.0
2018-173,FC Inter,FC Lahti,1478.4,1439.3
2018-174,Ilves,HJK,1518.8,1597.2
2018-175,FC Honka,HJK,1539.4,1599.1
2018-176,FC Inter,IFK Mariehamn,1474.0,1477.0
2018-177,Ilves,PS Kemi,1525.4,1393.1
2018-178,VPS,KuPS,1505.1,1555.5
2018-179,FC Lahti,TPS,1421.4,1490.8
2018-18,SJK,FC Honka,1478.2,1525.5
2018-180,RoPS,SJK,1532.7,1500.3
2018-181,PS Kemi,FC Inter,1377.3,1489.8
2018-182,TPS,RoPS,1473.3,1550.2
2018-183,SJK,FC Honka,1482.1,1543.7
2018-184,HJK,VPS,1606.5,1497.7
2018-185,IFK Mariehamn,FC Lahti,1485.7,1412.7
2018-186,KuPS,Ilves,1565.1,1515.8
2018-187,FC Inter,FC Honka,1472.8,1560.6
2018-188,HJK,SJK,1613.0,1475.6
2018-189,Ilves,FC Lahti,1492.9,1435.6
2018-19,IFK Mariehamn,VPS,1482.0,1501.4
2018-190,KuPS,TPS,1572.6,1465.8
2018-191,PS Kemi,IFK Mariehamn,1392.5,1466.8
2018-192,VPS,RoPS,1484.3,1567.4
2018-193,FC Honka,VPS,1568.6,1476.3
2018-194,FC Lahti,PS Kemi,1414.8,1413.4
2018-195,IFK Mariehamn,KuPS,1452.1,1587.3
2018-196,RoPS,Ilves,1575.5,1484.9
2018-197,SJK,FC Inter,1471.3,1477.1
2018-198,TPS,HJK,1452.9,1626.0
2018-2,SJK,PS Kemi,1449.9,1434.7
2018-20,RoPS,PS Kemi,1581.5,1428.7
2018-21,FC Inter,HJK,1479.2,1623.9
2018-22,RoPS,FC Lahti,1586.8,1409.5
2018-23,VPS,Ilves,1472.4,1488.7
2018-24,IFK Mariehamn,KuPS,1438.6,1600.8
2018-25,FC Honka,FC Inter,1561.2,1486.7
2018-26,TPS,RoPS,1454.3,1585.3
2018-27,Ilves,SJK,1483.0,1455.6
2018-28,KuPS,FC Lahti,1590.6,1419.7
2018-29,VPS,HJK,1459.6,1636.7
2018-3,FC Lahti,TPS,1431.9,1442.1
2018-30,PS Kemi,IFK Mariehamn,1409.9,1457.4
2018-31,FC Inter,Ilves,1467.3,1502.4
2018-32,HJK,FC Lahti,1611.1,1457.5
2018-33,RoPS,FC Honka,1565.2,1581.3
2018-34,SJK,KuPS,1442.1,1604.0
2018-35,VPS,PS Kemi,1468.5,1401.0
2018-36,IFK Mariehamn,TPS,1467.6,1431.9
2018-37,PS Kemi,HJK,1390.6,1621.5
2018-38,FC Honka,IFK Mariehamn,1573.1,1475.8
2018-39,FC Lahti,SJK,1467.7,1431.9
2018-4,HJK,Ilves,1628.1,1495.8
2018-40,Ilves,RoPS,1509.4,1551.5
2018-41,KuPS,FC Inter,1610.2,1461.2
2018-42,TPS,VPS,1414.2,1486.2
2018-43,PS Kemi,TPS,1387.4,1417.5
2018-44,RoPS,KuPS,1564.7,1596.9
2018-45,IFK Mariehamn,Ilves,1488.0,1497.3
2018-46,VPS,FC Honka,1485.7,1573.7
2018-47,FC Honka,PS Kemi,1578.5,1382.5
2018-48,FC Lahti,RoPS,1467.6,1564.8
2018-49,Ilves,VPS,1492.6,1490.3
2018-5,KuPS,FC Honka,1592.0,1583.4
2018-50,KuPS,IFK Mariehamn,1599.1,1480.9
2018-51,TPS,HJK,1407.1,1638.5
2018-52,SJK,FC Inter,1413.9,1479.2
2018-53,HJK,FC Inter,1644.0,1473.7
2018-54,PS Kemi,Ilves,1368.0,1507.2
2018-55,TPS,FC Honka,1410.3,1580.2
2018-56,VPS,KuPS,1475.7,1613.7
2018-57,IFK Mariehamn,FC Lahti,1461.2,1487.3
2018-58,FC Inter,RoPS,1473.3,1565.2
2018-59,FC Lahti,VPS,1482.6,1480.4
2018-6,RoPS,IFK Mariehamn,1572.3,1454.1
2018-60,HJK,FC Honka,1652.4,1571.8
2018-61,Ilves,TPS,1514.5,1403.0
2018-62,KuPS,PS Kemi,1587.3,1394.4
2018-63,SJK,IFK Mariehamn,1411.3,1456.6
2018-64,HJK,SJK,1656.1,1407.7
2018-65,RoPS,HJK,1556.6,1671.8
2018-66,TPS,KuPS,1406.6,1583.8
2018-67,VPS,SJK,1473.5,1414.5
2018-68,FC Honka,Ilves,1580.4,1505.8
2018-69,PS Kemi,FC Lahti,1393.9,1483.2
2018-7,IFK Mariehamn,HJK,1446.4,1682.0
2018-70,IFK Mariehamn,FC Inter,1428.3,1491.4
2018-71,FC Inter,PS Kemi,1498.7,1386.6
2018-72,FC Lahti,FC Honka,1483.0,1580.5
2018-73,HJK,IFK Mariehamn,1685.5,1424.9
2018-74,KuPS,Ilves,1591.7,1497.9
2018-75,RoPS,VPS,1564.4,1465.7
2018-76,SJK,TPS,1425.0,1396.1
2018-77,TPS,FC Lahti,1395.5,1483.6
2018-78,FC Honka,KuPS,1591.8,1580.4
2018-79,FC Inter,VPS,1478.3,1486.2
2018-8,VPS,RoPS,1470.3,1580.3
2018-80,Ilves,HJK,1501.6,1681.8
2018-81,PS Kemi,SJK,1398.9,1412.7
2018-82,IFK Mariehamn,RoPS,1412.2,1592.9
2018-83,FC Honka,SJK,1596.8,1407.6
2018-84,Ilves,FC Lahti,1496.7,1488.5
2018-85,KuPS,HJK,1580.5,1681.7
2018-86,TPS,FC Inter,1394.8,1479.0
2018-87,VPS,IFK Mariehamn,1478.9,1403.6
2018-88,PS Kemi,RoPS,1387.9,1604.0
2018-89,FC Lahti,KuPS,1503.2,1565.8
2018-9,FC Honka,FC Lahti,1589.2,1510.7
2018-90,HJK,VPS,1686.2,1474.4
2018-91,IFK Mariehamn,PS Kemi,1413.8,1377.7
2018-92,FC Inter,FC Honka,1464.4,1603.8
2018-93,RoPS,TPS,1593.3,1405.5
2018-94,SJK,Ilves,1392.2,1512.2
2018-95,TPS,IFK Mariehamn,1416.6,1402.7
2018-96,FC Lahti,HJK,1529.0,1668.0
2018-97,FC Honka,RoPS,1599.1,1597.9
2018-98,Ilves,FC Inter,1506.2,1470.5
2018-99,KuPS,SJK,1556.0,1402.0
