date,home_team,away_team,home_elo,away_elo
2021-45,HJK,Ilves,1592.2,1517.6
2021-46,FC Inter,SJK,1595.0,1494.2
2021-47,KuPS,FC Honka,1571.7,1443.1
2021-48,FC Lahti,HIFK,1511.5,1531.9
2021-49,Ilves,FC Inter,1531.6,1581.0
2021-5,FC Honka,IFK Mariehamn,1424.7,1480.7
2021-50,AC Oulu,KuPS,1388.1,1583.7
2021-51,FC Honka,FC Haka,1438.4,1482.0
2021-52,HJK,KTP,1596.6,1380.5
2021-53,IFK Mariehamn,SJK,1462.0,1512.8
2021-54,FC Haka,FC Honka,1476.1,1444.3
2021-55,FC Inter,FC Lahti,1574.2,1518.2
2021-56,HIFK,HJK,1515.4,1613.1
2021-57,KTP,Ilves,1382.6,1529.4
2021-58,KuPS,AC Oulu,1588.3,1383.4
2021-59,SJK,IFK Mariehamn,1521.7,1453.1
2021-6,FC Lahti,FC Inter,1531.4,1561.1
2021-60,FC Lahti,SJK,1541.8,1511.3
2021-61,IFK Mariehamn,HIFK,1451.5,1517.0
2021-62,AC Oulu,KTP,1379.2,1386.9
2021-63,Ilves,FC Haka,1538.2,1467.3
2021-64,FC Haka,KuPS,1453.2,1602.4
2021-65,FC Honka,AC Oulu,1452.7,1370.8
2021-66,HIFK,FC Lahti,1498.8,1560.0
2021-67,KTP,IFK Mariehamn,1370.4,1468.0
2021-68,FC Lahti,IFK Mariehamn,1552.4,1475.6
2021-69,Ilves,SJK,1518.0,1531.5
2021-7,HIFK,FC Haka,1507.9,1444.2
2021-70,AC Oulu,HJK,1391.7,1592.3
2021-71,FC Inter,HIFK,1539.9,1529.1
2021-72,KTP,FC Haka,1369.2,1445.3
2021-73,HIFK,KTP,1519.6,1378.7
2021-74,HJK,FC Haka,1598.1,1439.5
2021-75,SJK,AC Oulu,1537.5,1385.6
2021-76,IFK Mariehamn,FC Inter,1459.0,1556.4
2021-77,FC Honka,FC Lahti,1452.6,1552.4
2021-78,KuPS,Ilves,1610.1,1510.2
2021-79,FC Lahti,KTP,1557.6,1373.6
2021-8,SJK,KTP,1527.9,1383.2
2021-80,Ilves,AC Oulu,1516.7,1379.2
2021-81,HJK,SJK,1591.3,1534.7
2021-82,FC Inter,FC Honka,1548.5,1460.6
2021-83,AC Oulu,IFK Mariehamn,1393.3,1444.9
2021-84,KTP,HJK,1372.7,1601.8
2021-85,FC Haka,FC Inter,1454.8,1533.1
2021-86,FC Honka,Ilves,1473.7,1503.6
2021-87,KuPS,FC Lahti,1603.9,1563.8
2021-88,FC Lahti,FC Haka,1540.7,1477.9
2021-89,AC Oulu,FC Inter,1410.0,1516.4
2021-9,KTP,FC Honka,1357.8,1488.6
2021-90,HJK,IFK Mariehamn,1607.3,1439.3
2021-91,KuPS,KTP,1607.5,1354.2
2021-92,SJK,FC Honka,1543.8,1479.6
2021-93,FC Haka,AC Oulu,1456.2,1431.7
2021-94,FC Inter,Ilves,1526.7,1493.3
2021-95,HIFK,KuPS,1504.1,1623.0
2021-96,IFK Mariehamn,FC Honka,1421.8,1497.1
2021-97,FC Lahti,HJK,1524.3,1623.8
2021-98,SJK,FC Haka,1551.4,1448.6
2021-99,FC Honka,HIFK,1478.2,1523.0
